country,year,iso_code,population,gdp,primary_energy_consumption,electricity_generation,electricity_demand,renewables_share_energy,renewables_share_elec,fossil_share_energy,fossil_share_elec,low_carbon_share_energy,low_carbon_share_elec,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,biofuel_electricity,other_renewable_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,nuclear_share_elec,coal_share_elec,gas_share_elec,energy_per_capita,renewables_energy_per_capita,fossil_energy_per_capita,renewables_cons_change_twh
Liberia,2020,LBR,5149470.0,3845664451.0,2.824,0.45,0.45,,28.889,,71.111,,28.889,0.0,0.0,0.13,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,28.889,0.0,0.0,0.0,548.427,,,
Liberia,2021,LBR,5259327.0,4037436536.0,2.675,0.38,0.38,,34.211,,65.789,,34.211,0.0,0.0,0.13,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,34.211,0.0,0.0,0.0,508.531,,,
Liberia,2022,LBR,5373297.0,4231561135.0,2.854,0.39,0.39,,33.333,,66.667,,33.333,0.0,0.0,0.13,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,531.162,,,
Liberia,2023,LBR,5493035.0,,2.933,0.61,0.61,,57.377,,42.623,,57.377,0.0,0.0,0.35,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,57.377,0.0,0.0,0.0,533.96,,,
Liberia,2024,LBR,5612813.0,,,0.57,0.57,,54.386,,45.614,,54.386,0.01,0.0,0.3,0.0,0.0,0.0,0.26,0.0,0.0,1.754,0.0,52.632,0.0,0.0,0.0,,,,
Libya,2000,LBY,5305020.0,49983450587.0,212.946,15.5,15.5,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.4,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.935,40140.523,,,
Libya,2001,LBY,5403639.0,54225701449.0,214.66,16.11,16.11,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.55,12.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.036,39725.164,,,
Libya,2002,LBY,5508412.0,57785797189.0,221.283,17.53,17.53,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.7,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.107,40171.859,,,
Libya,2003,LBY,5619405.0,70475273789.0,218.016,18.95,18.95,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.86,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.369,38797.039,,,
Libya,2004,LBY,5736696.0,79415538130.0,223.347,20.2,20.2,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.83,16.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96,38933.094,,,
Libya,2005,LBY,5858793.0,94523140632.0,230.981,22.32,22.37,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.98,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.792,39424.711,,,
Libya,2006,LBY,5980212.0,108872914713.0,211.797,24.75,24.78,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.8,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.596,35416.367,,,
Libya,2007,LBY,6104381.0,123716329182.0,210.398,26.23,26.2,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.54,14.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.995,34466.789,,,
Libya,2008,LBY,6235433.0,153726726038.0,218.432,28.67,28.62,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.75,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.984,35030.727,,,
Libya,2009,LBY,6366689.0,165559661154.0,249.987,30.38,30.35,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.91,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.203,39264.84,,,
Libya,2010,LBY,6497837.0,187528533215.0,263.611,32.56,32.48,,0.031,,99.969,,0.031,0.01,0.0,0.0,0.0,0.0,15.34,17.21,0.0,0.0,0.031,0.0,0.0,0.0,0.0,47.113,40569.051,,,
Libya,2011,LBY,6343210.0,79210078190.0,173.009,26.01,25.95,,0.038,,99.962,,0.038,0.01,0.0,0.0,0.0,0.0,15.55,10.45,0.0,0.0,0.038,0.0,0.0,0.0,0.0,59.785,27274.67,,,
Libya,2012,LBY,6179327.0,147985814988.0,215.571,34.29,34.34,,0.029,,99.971,,0.029,0.01,0.0,0.0,0.0,0.0,20.73,13.55,0.0,0.0,0.029,0.0,0.0,0.0,0.0,60.455,34885.809,,,
Libya,2013,LBY,6304636.0,121351322417.0,231.857,37.93,37.99,,0.026,,99.974,,0.026,0.01,0.0,0.0,0.0,0.0,22.14,15.78,0.0,0.0,0.026,0.0,0.0,0.0,0.0,58.371,36775.57,,,
Libya,2014,LBY,6427260.0,93388346336.0,226.439,37.73,37.82,,0.027,,99.974,,0.027,0.01,0.0,0.0,0.0,0.0,20.26,17.46,0.0,0.0,0.027,0.0,0.0,0.0,0.0,53.697,35231.008,,,
Libya,2015,LBY,6531825.0,92601079752.0,180.196,37.51,37.51,,0.027,,99.973,,0.027,0.01,0.0,0.0,0.0,0.0,20.26,17.24,0.0,0.0,0.027,0.0,0.0,0.0,0.0,54.012,27587.34,,,
Libya,2016,LBY,6632130.0,91220396354.0,176.376,31.42,31.8,,0.032,,99.968,,0.032,0.01,0.0,0.0,0.0,0.0,22.8,8.61,0.0,0.0,0.032,0.0,0.0,0.0,0.0,72.565,26594.119,,,
Libya,2017,LBY,6738771.0,120859728232.0,277.402,33.28,33.58,,0.03,,99.97,,0.03,0.01,0.0,0.0,0.0,0.0,22.83,10.44,0.0,0.0,0.03,0.0,0.0,0.0,0.0,68.6,41165.113,,,
Libya,2018,LBY,6849058.0,130457185445.0,263.347,34.18,34.65,,0.029,,99.971,,0.029,0.01,0.0,0.0,0.0,0.0,22.41,11.76,0.0,0.0,0.029,0.0,0.0,0.0,0.0,65.565,38450.117,,,
Libya,2019,LBY,6951040.0,115851209708.0,224.729,34.63,35.41,,0.029,,99.971,,0.029,0.01,0.0,0.0,0.0,0.0,23.25,11.37,0.0,0.0,0.029,0.0,0.0,0.0,0.0,67.138,32330.232,,,
Libya,2020,LBY,7045403.0,81726075633.0,179.237,29.5,30.76,,0.034,,99.966,,0.034,0.01,0.0,0.0,0.0,0.0,21.63,7.86,0.0,0.0,0.034,0.0,0.0,0.0,0.0,73.322,25440.334,,,
Libya,2021,LBY,7135179.0,104883157614.0,205.434,34.79,35.57,,0.029,,99.971,,0.029,0.01,0.0,0.0,0.0,0.0,26.61,8.17,0.0,0.0,0.029,0.0,0.0,0.0,0.0,76.487,28791.734,,,
Libya,2022,LBY,7223804.0,91444480945.0,219.313,35.11,35.83,,0.028,,99.972,,0.028,0.01,0.0,0.0,0.0,0.0,26.7,8.4,0.0,0.0,0.028,0.0,0.0,0.0,0.0,76.047,30359.734,,,
Libya,2023,LBY,7305659.0,,215.914,33.75,33.75,,0.03,,99.97,,0.03,0.01,0.0,0.0,0.0,0.0,24.9,8.84,0.0,0.0,0.03,0.0,0.0,0.0,0.0,73.778,29554.363,,,
Libya,2024,LBY,7381029.0,,,34.59,34.59,,0.029,,99.971,,0.029,0.01,0.0,0.0,0.0,0.0,25.78,8.8,0.0,0.0,0.029,0.0,0.0,0.0,0.0,74.53,,,,
Lithuania,2000,LTU,3500410.0,36684799266.0,78.499,11.13,9.79,1.209,3.055,68.783,21.294,31.217,78.706,0.0,,0.34,8.42,0.0,1.62,0.75,0.0,0.0,0.0,,3.055,75.651,0.0,14.555,22425.547,269.254,15314.283,-0.207
Lithuania,2001,LTU,3473008.0,39077069410.0,90.348,14.36,10.4,1.01,2.298,63.979,18.593,36.021,81.407,0.0,,0.33,11.36,0.0,1.88,0.79,0.0,0.0,0.0,,2.298,79.109,0.0,13.092,26014.41,260.702,16514.537,-0.037
Lithuania,2002,LTU,3444051.0,41716677051.0,97.976,17.29,10.8,1.01,2.024,59.066,16.194,40.934,83.806,0.0,,0.35,14.14,0.0,2.11,0.69,0.0,0.0,0.0,,2.024,81.781,0.0,12.204,28448.023,284.598,16643.885,0.075
Lithuania,2003,LTU,3415276.0,46106059871.0,102.23,18.82,11.29,0.896,1.753,57.443,15.994,42.557,84.006,0.0,,0.32,15.48,0.0,2.52,0.49,0.01,0.01,0.0,,1.7,82.253,0.0,13.39,29933.268,265.778,17033.48,-0.072
Lithuania,2004,LTU,3376703.0,49123583277.0,103.367,18.75,11.56,1.144,2.293,58.913,17.173,41.087,82.827,0.0,0.0,0.42,15.1,0.0,2.69,0.53,0.01,0.01,0.0,0.0,2.24,80.533,0.0,14.347,30611.701,347.039,17876.232,0.264
Lithuania,2005,LTU,3322264.0,52913078254.0,94.338,14.42,11.45,1.363,3.19,68.961,25.104,31.039,74.896,0.0,0.0,0.45,10.34,0.0,3.02,0.6,0.01,0.01,0.0,0.0,3.121,71.706,0.0,20.943,28395.758,384.241,19437.664,0.105
Lithuania,2006,LTU,3269809.0,56827410871.0,89.705,12.07,11.64,1.571,3.563,72.48,24.772,27.52,75.228,0.0,0.01,0.4,8.65,0.0,2.46,0.53,0.02,0.02,0.0,0.083,3.314,71.665,0.0,20.381,27434.281,428.319,19759.744,0.124
Lithuania,2007,LTU,3231378.0,63122228308.0,99.092,13.46,12.09,2.221,4.309,71.222,22.66,28.778,77.34,0.0,0.11,0.42,9.83,0.0,2.4,0.65,0.05,0.05,0.0,0.817,3.12,73.031,0.0,17.831,30665.432,676.678,21703.596,0.786
Lithuania,2008,LTU,3198482.0,64776249050.0,97.826,13.33,12.37,2.403,4.501,70.728,21.305,29.272,78.695,0.0,0.13,0.4,9.89,0.0,2.03,0.81,0.07,0.07,0.0,0.975,3.001,74.194,0.0,15.229,30585.244,730.055,21484.146,0.148
Lithuania,2009,LTU,3163255.0,55174536683.0,90.027,14.64,11.71,2.737,4.645,65.374,21.243,34.626,78.757,0.0,0.16,0.42,10.85,0.0,2.1,1.01,0.1,0.1,0.0,1.093,2.869,74.112,0.0,14.344,28460.291,772.807,18460.195,0.11
Lithuania,2010,LTU,3097721.0,56073777524.0,66.198,5.0,10.99,4.494,18.2,95.506,81.8,4.494,18.2,0.0,0.22,0.54,0.0,0.0,3.19,0.9,0.15,0.15,0.0,4.4,10.8,0.0,0.0,63.8,21369.939,958.415,20366.061,0.524
Lithuania,2011,LTU,3028642.0,59460372771.0,68.697,4.25,10.99,5.089,26.118,94.911,73.882,5.089,26.118,0.0,0.47,0.48,0.0,0.0,2.67,0.47,0.16,0.16,0.0,11.059,11.294,0.0,0.0,62.824,22682.41,1151.505,21474.453,0.519
Lithuania,2012,LTU,2988334.0,61745948022.0,68.632,4.5,11.12,5.654,26.222,94.346,73.778,5.654,26.222,0.0,0.54,0.42,0.0,0.0,2.88,0.44,0.22,0.22,0.0,12.0,9.333,0.0,0.0,64.0,22966.498,1295.289,21613.164,0.383
Lithuania,2013,LTU,2958359.0,63937849304.0,63.416,4.19,11.14,7.556,36.516,92.444,63.484,7.556,36.516,0.05,0.6,0.52,0.0,0.0,2.22,0.44,0.36,0.36,1.193,14.32,12.411,0.0,0.0,52.983,21436.043,1614.132,19747.482,0.904
Lithuania,2014,LTU,2933171.0,66199372603.0,61.205,3.69,11.31,7.885,40.921,92.115,59.079,7.885,40.921,0.07,0.64,0.4,0.0,0.0,1.75,0.43,0.4,0.4,1.897,17.344,10.84,0.0,0.0,47.425,20866.352,1639.734,19155.162,0.034
Lithuania,2015,LTU,2905771.0,67539660018.0,64.112,4.23,11.44,8.308,39.716,91.692,60.284,8.308,39.716,0.07,0.81,0.35,0.0,0.0,1.98,0.57,0.45,0.45,1.655,19.149,8.274,0.0,0.0,46.809,22063.779,1826.482,20158.504,0.498
Lithuania,2016,LTU,2869109.0,69240911932.0,65.726,3.63,11.9,9.468,57.851,90.532,42.149,9.468,57.851,0.07,1.14,0.45,0.0,0.0,0.99,0.54,0.44,0.44,1.928,31.405,12.397,0.0,0.0,27.273,22908.295,2159.084,20643.973,0.887
Lithuania,2017,LTU,2829317.0,72206131673.0,69.15,3.56,12.24,10.892,71.067,89.108,28.933,10.892,71.067,0.07,1.36,0.6,0.0,0.0,0.6,0.43,0.5,0.5,1.966,38.202,16.854,0.0,0.0,16.854,24440.611,2648.16,21664.525,1.298
Lithuania,2018,LTU,2802485.0,75089601435.0,70.969,2.92,12.55,9.533,75.342,90.467,24.658,9.533,75.342,0.09,1.14,0.43,0.0,0.0,0.33,0.39,0.54,0.54,3.082,39.041,14.726,0.0,0.0,11.301,25323.756,2403.92,22812.98,-0.756
Lithuania,2019,LTU,2795057.0,78562641002.0,70.597,3.34,12.68,10.436,73.952,89.564,26.048,10.436,73.952,0.09,1.5,0.35,0.0,0.0,0.52,0.35,0.53,0.53,2.695,44.91,10.479,0.0,0.0,15.569,25257.848,2622.862,22510.846,0.594
Lithuania,2020,LTU,2795766.0,78545278418.0,70.294,4.7,12.61,11.356,54.681,88.644,45.319,11.356,54.681,0.13,1.55,0.3,0.0,0.0,1.7,0.43,0.59,0.59,2.766,32.979,6.383,0.0,0.0,36.17,25143.193,2841.065,22176.492,0.612
Lithuania,2021,LTU,2794490.0,83242845981.0,70.149,4.3,13.34,12.011,60.93,87.989,39.07,12.011,60.93,0.19,1.36,0.38,0.0,0.0,1.22,0.46,0.69,0.69,4.419,31.628,8.837,0.0,0.0,28.372,25102.789,3000.332,21979.531,0.441
Lithuania,2022,LTU,2816923.0,84814257826.0,65.066,4.04,12.61,14.382,74.752,85.618,25.248,14.382,74.752,0.34,1.51,0.46,0.0,0.0,0.51,0.51,0.71,0.71,8.416,37.376,11.386,0.0,0.0,12.624,23098.156,3301.802,19655.875,0.917
Lithuania,2023,LTU,2854104.0,,68.571,5.3,12.23,18.719,83.774,81.281,16.226,18.719,83.774,0.69,2.54,0.45,0.0,0.0,0.58,0.28,0.76,0.76,13.019,47.925,8.491,0.0,0.0,10.943,24025.424,4455.752,19347.471,3.416
Lithuania,2024,LTU,2859112.0,,73.366,7.39,12.79,23.414,84.303,76.586,15.697,23.414,84.303,1.4,3.41,0.44,0.0,0.0,0.84,0.32,0.98,0.98,18.945,46.143,5.954,0.0,0.0,11.367,25660.391,5938.892,19425.875,4.263
Lithuania,2025,LTU,2830150.0,,,8.89,12.32,,77.615,,22.385,,77.615,1.67,3.99,0.35,0.0,0.0,1.47,0.52,0.89,0.89,18.785,44.882,3.937,0.0,0.0,16.535,,,,
Low-income countries,2000,,389723485.0,,700.358,75.04,67.91,,48.108,,51.892,,48.108,0.0,0.0,35.77,0.0,8.54,9.36,21.04,0.33,0.33,0.0,0.0,47.668,0.0,11.381,12.473,1797.064,,,
Low-income countries,2001,,400384099.0,,698.786,80.45,74.48,,48.9,,51.1,,48.9,0.0,0.0,38.99,0.0,8.76,11.05,21.3,0.35,0.35,0.0,0.0,48.465,0.0,10.889,13.735,1745.289,,,
Low-income countries,2002,,412284807.0,,716.02,83.16,76.02,,47.823,,52.177,,47.823,0.0,0.0,39.41,0.0,8.32,12.77,22.3,0.36,0.36,0.0,0.0,47.391,0.0,10.005,15.356,1736.713,,,
Low-income countries,2003,,424679097.0,,729.436,86.6,83.14,,46.074,,53.926,,46.074,0.0,0.0,39.52,0.0,8.53,15.27,22.9,0.38,0.38,0.0,0.0,45.635,0.0,9.85,17.633,1717.617,,,
Low-income countries,2004,,436967699.0,,777.257,92.15,89.67,,47.965,,52.035,,47.965,0.0,0.0,43.8,0.0,8.69,13.22,26.04,0.4,0.4,0.0,0.0,47.531,0.0,9.43,14.346,1778.751,,,
Low-income countries,2005,,449724246.0,,825.407,100.39,96.42,,47.385,,52.615,,47.385,0.0,0.0,47.17,0.0,9.16,14.09,29.57,0.4,0.4,0.0,0.0,46.987,0.0,9.124,14.035,1835.361,,,
Low-income countries,2006,,463303557.0,,843.372,104.65,100.76,,46.087,,53.913,,46.087,0.01,0.0,47.82,0.0,9.5,14.41,32.51,0.4,0.4,0.01,0.0,45.695,0.0,9.078,13.77,1820.344,,,
Low-income countries,2007,,477111736.0,,847.54,108.55,105.41,,46.771,,53.229,,46.771,0.01,0.0,50.36,0.0,7.78,12.16,37.84,0.4,0.4,0.009,0.0,46.393,0.0,7.167,11.202,1776.396,,,
Low-income countries,2008,,490973774.0,,895.07,112.76,110.93,,44.289,,55.711,,44.289,0.02,0.0,49.48,0.0,8.65,12.94,41.23,0.43,0.44,0.018,0.0,43.881,0.0,7.671,11.476,1823.051,,,
Low-income countries,2009,,505164159.0,,869.449,119.1,116.27,,43.409,,56.591,,43.409,0.02,0.0,51.19,0.0,10.65,19.87,36.88,0.47,0.49,0.017,0.0,42.981,0.0,8.942,16.683,1721.122,,,
Low-income countries,2010,,519647365.0,,887.128,127.25,125.96,,45.807,,54.193,,45.807,0.04,0.0,57.76,0.0,9.99,27.68,31.29,0.47,0.49,0.031,0.0,45.391,0.0,7.851,21.752,1707.174,,,
Low-income countries,2011,,534392915.0,,803.013,120.58,121.96,,49.677,,50.323,,49.677,0.05,0.03,59.39,0.0,7.6,24.03,29.05,0.42,0.43,0.041,0.025,49.254,0.0,6.303,19.929,1502.665,,,
Low-income countries,2012,,549004721.0,,744.282,114.13,117.85,,53.553,,46.447,,53.553,0.12,0.19,60.34,0.0,7.85,20.83,24.33,0.46,0.47,0.105,0.166,52.87,0.0,6.878,18.251,1355.693,,,
Low-income countries,2013,,563040135.0,,727.483,112.06,116.56,,58.237,,41.763,,58.237,0.15,0.36,64.24,0.0,8.07,18.14,20.59,0.51,0.51,0.134,0.321,57.326,0.0,7.201,16.188,1292.062,,,
Low-income countries,2014,,577051647.0,,723.876,111.77,116.56,,60.866,,39.134,,60.866,0.19,0.5,66.77,0.0,8.46,17.22,18.06,0.57,0.57,0.17,0.447,59.739,0.0,7.569,15.407,1254.44,,,
Low-income countries,2015,,591583770.0,,664.832,109.75,112.47,,59.125,,40.875,,59.125,0.35,0.76,63.11,0.0,8.59,16.0,20.27,0.67,0.67,0.319,0.692,57.503,0.0,7.827,14.579,1123.818,,,
Low-income countries,2016,,607210136.0,,684.587,119.73,122.38,,58.089,,41.911,,58.089,0.47,0.79,67.6,0.0,10.56,15.24,24.38,0.69,0.69,0.393,0.66,56.46,0.0,8.82,12.729,1127.43,,,
Low-income countries,2017,,623824285.0,,806.414,120.28,124.66,,57.674,,42.326,,57.674,0.58,0.55,67.54,0.0,11.28,14.54,25.09,0.7,0.7,0.482,0.457,56.152,0.0,9.378,12.088,1292.695,,,
Low-income countries,2018,,641385698.0,,812.319,129.25,135.37,,56.511,,43.489,,56.511,0.99,0.55,70.7,0.0,12.13,14.15,29.93,0.8,0.8,0.766,0.426,54.7,0.0,9.385,10.948,1266.507,,,
Low-income countries,2019,,659875267.0,,842.747,133.01,137.93,,57.409,,42.591,,57.409,1.13,0.87,73.59,0.0,12.65,14.89,29.11,0.77,0.77,0.85,0.654,55.327,0.0,9.511,11.195,1277.13,,,
Low-income countries,2020,,678679145.0,,789.754,133.21,138.25,,60.739,,39.261,,60.739,1.36,0.63,78.11,0.0,10.82,12.98,28.5,0.81,0.81,1.021,0.473,58.637,0.0,8.123,9.744,1163.663,,,
Low-income countries,2021,,697273071.0,,778.989,139.05,145.45,,62.15,,37.85,,62.15,2.59,0.84,82.08,0.0,9.62,13.84,29.17,0.91,0.91,1.863,0.604,59.029,0.0,6.918,9.953,1117.194,,,
Low-income countries,2022,,715844683.0,,797.43,142.13,148.66,,64.863,,35.137,,64.863,3.98,0.58,86.58,0.0,10.0,12.21,27.73,1.02,1.05,2.8,0.408,60.916,0.0,7.036,8.591,1113.971,,,
Low-income countries,2023,,735385966.0,,816.993,150.14,155.95,,61.742,,38.258,,61.742,4.11,0.58,86.96,0.0,10.11,17.0,30.33,1.02,1.05,2.737,0.386,57.919,0.0,6.734,11.323,1110.971,,,
Low-income countries,2024,,755559274.0,,,158.08,163.9,,63.651,,36.349,,63.651,4.69,0.72,94.16,0.0,10.1,17.04,30.32,1.02,1.05,2.967,0.455,59.565,0.0,6.389,10.779,,,,
Lower-middle-income countries,2000,,2126916405.0,,6201.63,1008.5,1017.24,7.178,23.1,92.07,75.299,7.93,24.701,0.01,1.74,216.56,16.15,426.23,203.74,129.42,2.46,14.65,0.001,0.173,21.473,1.601,42.264,20.202,2915.785,208.507,2674.388,-16.576
Lower-middle-income countries,2001,,2169845903.0,,6303.018,1051.49,1058.69,6.996,22.338,92.081,75.677,7.919,24.323,0.01,2.5,218.35,20.87,450.49,216.77,128.48,2.89,14.02,0.001,0.238,20.766,1.985,42.843,20.616,2904.823,202.473,2664.881,-4.142
Lower-middle-income countries,2002,,2211922405.0,,6513.202,1104.85,1111.12,6.621,21.649,92.482,76.437,7.518,23.563,0.01,2.52,222.32,21.15,467.5,252.53,124.48,3.5,14.34,0.001,0.228,20.122,1.914,42.313,22.856,2944.589,194.265,2713.39,-9.635
Lower-middle-income countries,2003,,2253565571.0,,6709.92,1162.14,1167.1,6.745,22.021,92.438,76.262,7.562,23.738,0.02,3.12,236.42,19.95,482.2,288.19,115.88,5.43,16.36,0.002,0.268,20.344,1.717,41.492,24.798,2977.469,200.1,2742.361,21.239
Lower-middle-income countries,2004,,2295613093.0,,7254.06,1257.24,1261.11,7.548,23.112,91.564,75.044,8.436,24.956,0.02,5.97,266.66,23.19,506.26,330.5,106.72,6.31,17.92,0.002,0.475,21.21,1.845,40.268,26.288,3159.966,237.555,2881.634,94.397
Lower-middle-income countries,2005,,2337232229.0,,7613.334,1293.9,1299.0,7.134,22.907,92.148,75.536,7.852,24.464,0.03,6.77,271.39,20.14,526.0,337.62,113.74,6.74,18.21,0.002,0.523,20.975,1.557,40.652,26.093,3257.415,231.452,2989.785,-4.377
Lower-middle-income countries,2006,,2379086325.0,,7877.088,1364.46,1374.43,7.74,23.681,91.572,74.84,8.428,25.16,0.03,10.22,291.6,20.18,552.85,351.81,116.5,9.18,21.27,0.002,0.749,21.371,1.479,40.518,25.784,3310.972,255.201,3019.218,66.189
Lower-middle-income countries,2007,,2421832593.0,,8457.615,1435.0,1449.22,7.763,23.517,91.6,75.079,8.4,24.921,0.09,12.72,302.07,20.14,582.06,379.64,115.69,10.71,22.59,0.006,0.886,21.05,1.403,40.562,26.456,3492.238,269.987,3185.636,46.718
Lower-middle-income countries,2008,,2464297892.0,,8901.775,1488.51,1503.96,7.274,22.9,92.221,75.96,7.779,24.04,0.09,15.71,299.81,16.97,619.67,389.97,121.03,12.64,25.26,0.006,1.055,20.142,1.14,41.63,26.199,3612.297,261.729,3318.313,-8.886
Lower-middle-income countries,2009,,2507036280.0,,9404.335,1564.64,1581.46,6.888,21.87,92.57,76.887,7.43,23.113,0.13,18.0,297.86,19.46,656.54,420.17,126.29,13.83,26.19,0.008,1.15,19.037,1.244,41.961,26.854,3751.176,257.425,3459.864,0.396
Lower-middle-income countries,2010,,2550520230.0,,9815.037,1680.83,1692.33,6.849,21.876,92.468,76.599,7.532,23.401,0.28,22.01,316.73,25.64,699.53,462.25,125.72,16.59,28.67,0.017,1.309,18.844,1.525,41.618,27.501,3848.249,262.585,3545.043,24.354
Lower-middle-income countries,2011,,2594096178.0,,10328.809,1816.16,1824.07,7.555,22.816,91.534,75.199,8.466,24.801,1.23,26.83,355.27,36.06,767.33,468.86,129.54,18.93,31.04,0.068,1.477,19.562,1.986,42.25,25.816,3981.66,299.548,3629.351,107.328
Lower-middle-income countries,2012,,2637381315.0,,10725.25,1927.57,1935.35,6.825,22.038,92.311,75.969,7.689,24.031,2.85,30.65,358.21,38.41,857.85,462.99,143.52,20.34,33.09,0.148,1.59,18.583,1.993,44.504,24.019,4066.628,276.529,3740.354,-47.745
Lower-middle-income countries,2013,,2680848784.0,,11098.923,2021.13,2028.02,7.75,22.825,91.381,75.309,8.619,24.691,3.92,34.98,387.98,37.71,927.38,439.23,155.49,21.85,34.44,0.194,1.731,19.196,1.866,45.884,21.732,4140.078,319.435,3766.682,127.045
Lower-middle-income countries,2014,,2724066420.0,,11718.11,2185.91,2191.72,7.716,22.054,91.426,76.15,8.574,23.85,5.78,39.52,396.43,39.27,1047.49,449.17,167.91,25.76,40.34,0.264,1.808,18.136,1.797,47.92,20.548,4301.698,330.525,3916.224,44.014
Lower-middle-income countries,2015,,2765984952.0,,12190.258,2297.2,2303.0,7.23,20.712,91.882,77.432,8.118,22.568,8.76,41.47,385.28,42.64,1135.78,483.58,159.41,23.68,40.28,0.381,1.805,16.772,1.856,49.442,21.051,4407.203,317.393,4033.822,-22.466
Lower-middle-income countries,2016,,2807490854.0,,12787.279,2456.27,2453.48,7.293,20.22,91.855,78.016,8.145,21.984,16.82,54.14,385.8,43.34,1228.23,528.97,159.08,23.02,39.89,0.685,2.204,15.707,1.764,50.004,21.535,4554.7,330.835,4166.901,50.911
Lower-middle-income countries,2017,,2848767185.0,,13358.193,2581.95,2572.51,7.797,21.563,91.347,76.674,8.653,23.326,28.67,64.05,426.25,45.52,1289.61,548.3,141.77,21.51,37.78,1.11,2.481,16.509,1.763,49.947,21.236,4689.114,364.034,4264.635,108.231
Lower-middle-income countries,2018,,2889324239.0,,14055.021,2756.44,2739.25,7.989,21.907,91.152,76.34,8.848,23.66,45.59,75.77,440.86,48.34,1414.67,579.69,109.9,24.82,41.62,1.654,2.749,15.994,1.754,51.322,21.03,4864.466,386.934,4414.646,80.929
Lower-middle-income countries,2019,,2929401303.0,,14480.915,2839.33,2825.72,8.306,22.194,90.761,75.896,9.239,24.104,55.28,82.76,449.2,54.23,1467.23,585.55,102.17,25.8,42.91,1.947,2.915,15.821,1.91,51.675,20.623,4943.302,408.644,4465.515,79.106
Lower-middle-income countries,2020,,2969245757.0,,13825.931,2826.27,2813.44,9.233,23.872,89.795,74.208,10.205,25.792,82.46,80.39,468.29,54.25,1418.55,588.39,90.38,26.56,43.56,2.918,2.844,16.569,1.919,50.192,20.819,4656.378,427.727,4159.727,72.945
Lower-middle-income countries,2021,,3007019418.0,,14887.331,3020.08,3010.84,9.355,24.687,89.653,73.337,10.347,26.663,115.42,94.74,490.55,59.66,1531.71,585.57,97.56,28.59,44.87,3.822,3.137,16.243,1.975,50.718,19.389,4950.86,460.788,4415.791,115.57
Lower-middle-income countries,2022,,3044254723.0,,15482.062,3205.44,3193.85,10.154,26.135,88.754,71.729,11.246,28.271,150.3,105.06,534.57,68.47,1614.6,577.97,106.67,30.69,47.8,4.689,3.278,16.677,2.136,50.371,18.031,5085.666,513.555,4489.02,177.794
Lower-middle-income countries,2023,,3083154885.0,,16290.771,3349.22,3346.53,9.64,25.112,89.297,72.779,10.703,27.221,174.91,121.39,496.34,70.64,1754.51,574.45,108.57,30.77,48.41,5.222,3.624,14.82,2.109,52.386,17.152,5283.799,506.551,4692.166,-1.615
Lower-middle-income countries,2024,,3122339016.0,,17091.441,3527.28,3525.73,9.949,25.697,88.939,72.103,11.061,27.897,217.51,123.65,517.31,77.58,1864.26,584.9,94.13,30.33,47.94,6.167,3.506,14.666,2.199,52.853,16.582,5473.922,541.662,4842.339,129.476
Luxembourg,2000,LUX,436142.0,21937467256.0,37.204,0.4,6.11,1.296,40.0,98.704,60.0,1.296,40.0,0.0,0.02,0.12,0.0,0.0,0.21,0.03,0.02,0.02,0.0,5.0,30.0,0.0,0.0,52.5,85302.953,1104.59,84133.984,0.137
